SMILES	Group	RDMol
Cc1ccc(-c2nnc(S)c3ccccc23)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4b20>
CNc1ncc2c(CCc3cccc(C(F)(F)F)c3)cccc2n1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4b70>
Cc1cc(C)nc(NC(=O)c2ccccc2OCCn2cccn2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4bc0>
CON=C1CCC(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)OC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4c10>
Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4c60>
CCc1ccc(OCCNC(C)c2cccc(Cl)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4cb0>
COCc1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4d00>
COc1cc(F)ccc1-c1ccc2c(c1)C(OC(C)c1cc(Cl)cc(Cl)c1)NCCc1cccc(c1)OCCCCN2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4d50>
CC(c1ccccc1)c1cccc(-c2cccc(CC(C)(C)C(=O)O)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4da0>
Cc1cccc(CNC(=O)c2ccc(Oc3ccc(C#N)cc3)cc2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4df0>
O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1cccc(C=Cc2cccc(F)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4e40>
COCC(Oc1cc(F)cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)c1)C(F)F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4e90>
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4ee0>
O=C(Nc1cc(Br)ccc1N1CCN(CCCN2C(=O)c3ccccc3C2=O)CC1)c1cc2ccccc2oc1=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4f30>
O=C(Nc1cc(-c2ccc(F)cc2)ccc1OC(F)F)C1CCCCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef4f80>
CN(Cc1ccccc1)Cc1ccc(C=CC(=O)NO)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6030>
O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCCCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6080>
COc1cccc(-c2noc(C)c2C(=O)N=C(N)NCCC#N)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef60d0>
O=C(O)c1ccc(-c2ccc(OCCCN3CCCCC3)cc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6120>
COc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3ccc(Cl)cc3F)C2)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6170>
C=CCNC(=O)C(NC(=O)C(CC1CCCCC1)NC(Cc1ccccc1)Cc1ccccc1)C(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef61c0>
COc1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6210>
CC(NC(=O)c1cc(NCC(F)(F)c2ccccc2)cc(NC2CCC(N)CC2)c1)c1cc(C(=O)N(C)C(C)(C)C)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6260>
O=c1ccoc2ccc(OCCCCN3CCN(c4ccccc4O)CC3)cc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef62b0>
CCn1cc2c3c(cc(=O)nc(C(F)(F)F)c31)NCCc1ccccc1-2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6300>
NCc1cc(Oc2ccc(NC(=O)c3cc(N4CCOCC4)c4ncccc4c3)cc2)ccn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6350>
Cc1nn(CCC(=O)NC(C)c2ccccc2)c(C)c1C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef63a0>
C=S(O)(O)=CC(=O)N(c1ccccc1CC)C1CC(c2cccc(OC)c2)=NO1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef63f0>
O=C(COCC#Cc1cnccn1)c1cc(COc2cccc(C=CC(=O)N3CCCCC3)c2)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6440>
CCCCNC(=O)C(NC(=O)CNCCC(C)C)C(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6490>
Fc1cc(COCC(Cc2ccccc2)NCc2ccccn2)ccc1Cl	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef64e0>
COCOc1ccc(-c2ccc(-c3ccccc3)c(Cl)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6530>
CSc1cccc(-c2ccc(C3CC3c3cc(=O)cc(N4CCOCC4)cc3C)nc2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6580>
NC1=NC(c2cc(NCC3CCOC3)ccc2F)(C(F)F)C(F)(F)CC1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef65d0>
Oc1ccc(Cc2cnc(Cl)c(Oc3ccccn3)c2F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6620>
O=C(Nc1ccc(F)cc1)c1ccc2c(c1)CCN(S(=O)(=O)c1ccc(Cl)cc1)C2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6670>
CC1(c2cc(NC3CCCc4cc(Cl)c(Cl)cc43)ccc2F)CCSC(N)=NC1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef66c0>
O=C(C=Cc1ccc(O)cc1)C=Cc1ccc(O)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6710>
CSc1cccc(NC(=O)COc2cccc(C)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6760>
CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)O2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef67b0>
CC1(c2cc(Br)cc(NC(=O)c3ccc(Br)cn3)c2)CN(C(=O)OCC(F)(F)F)CC1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6800>
Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6850>
CCCc1cc(OC(C)Cc2ccccc2)cn(C)c1=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef68a0>
O=C(Nc1ccc(F)cc1)C1CCN(C(=O)c2cccc(F)c2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef68f0>
O=C(Oc1ccc(-c2ccc(CNc3ccc(O)c(Cl)c3)cc2)c(F)c1)c1cccc(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6940>
CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6990>
O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef69e0>
CC(C)c1ccc(C(=O)Nc2ccc(F)c(C3(CF)CC(N)=NCCC3(F)F)c2)nc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6a30>
CCCC(=O)C#CC(C)(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6a80>
CC(C)Oc1ccc(-c2cncc(C#N)c2NO)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6ad0>
COCCCN1C(=O)CC2(CCCCCCC2)OC2=CCC(C)C(C(C)C)CC21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6b20>
CC(C)c1cccc(CNC(=O)CC2CC(=O)N(C)C(=O)N2C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6b70>
CCc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)F)COCC(N)=N3)c2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6bc0>
NC1=NC(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)(C(F)F)OCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6c10>
O=C(NCc1ccccc1)c1ccc(C=S(O)Cc2ccccc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6c60>
Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)OC3CC32)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6cb0>
NC1=NC(CF)(c2cc(NC(=O)c3ccc(OCC(F)(F)F)nc3)ccc2F)CO1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6d00>
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(F)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6d50>
COc1cccc(CNC(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6da0>
NC1=NC2(c3ccccc3Cl)COCC2CS1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6df0>
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6e40>
CC1=NC(c2cccc(F)c2)(c2cccc(-c3cccnc3)c2)N=C(N)O1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6e90>
Cc1nn(CCC(=O)NCc2cccc(Cl)c2)c(=O)c2ccccc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6ee0>
CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=NC(=O)c1ccc(Cl)cc1)C(c1ccccc1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6f30>
CN(c1ccc(C(=O)O)cc1)c1cc(C(=O)Nc2ccc(Cl)c(C(N)=O)c2)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef6f80>
c1ccc(-c2ccc(Nc3cccnc3)c3ccccc23)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5030>
CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)CCC(C)(C)O3)NC1(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5080>
O=C(C=Cc1cccc(-c2ccc3c(c2)CNC3)c1)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef50d0>
CN(C)c1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)C(C)(C)C2CCCC2N(C)C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5120>
COC1CCC2(CC1)Cc1ccc(-c3cncc(C)n3)cc1C21N=C(C)C(N)=N1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5170>
N=c1oc2ccccc2cc1C(=O)Nc1ccc(Br)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef51c0>
CCn1cc(C(=O)NC(CNC(=O)c2cc(C)sc2C)C(C)C)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5210>
NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5260>
CCS(=O)(=O)Nc1ccc(F)c(CN(c2ccc3ccc(F)c(C)c3n2)C2CCCC2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef52b0>
Oc1ncc(Br)c(O)c1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5300>
CC(=O)N(C)c1ccc(OCC(O)CNC(=O)Cc2ccc(C)cc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5350>
COc1ccc(N(Cc2ccccc2)C(=O)CNC(=O)OC(C)(C)C)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef53a0>
CCN1CCN2c3cccc(C(=O)O)c3CCC12c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef53f0>
CN(C)c1cccc2c(CCCC(=O)NS(=O)(=O)c3cccs3)cc(C(F)(F)F)cc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5440>
NCc1cccc(CNc2cc(-c3cccc(Br)c3)ccc2F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5490>
CC1(C)CC2CCC(NC(=O)Nc3ccc(Cl)c(Cl)c3)C2C1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef54e0>
CC(Nc1cc(F)cc(C#N)c1)c1cc(C(=O)O)cc2cc(C(=O)O)ccc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5530>
CN1C(=O)C(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5580>
Cc1ccc(C(=O)NC(Cc2ccccc2)C(O)CC(=O)NCc2ccccc2)c(C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef55d0>
COc1ccc(-c2occ(-c3ccccc3Cl)c2CC(C)C)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5620>
O=S(=O)(c1ccc(F)cc1)N1CCN(CCc2ccccc2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5670>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2cc(N)cc(O)c2F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef56c0>
Cn1c(SCC(=O)N2CCC(F)(F)CC2)nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5710>
COc1ccc(-c2noc(C)c2C(=O)N=C(N)NCc2ccc(NC(=O)C=CC#N)c(Cl)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5760>
Oc1cc(Cl)cnc1-c1ccc2c(c1)CCNCC2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef57b0>
CCCC(NC(=O)C(NC(=O)OCC1CCCCC1)C(C)C)C(=O)NC(COC(C)(C)C)C(=O)NCc1ccc(C(=N)N)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5800>
O=C(NCC(c1ccccc1)c1ccccc1)OCc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5850>
O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef58a0>
Cc1nc(C)c(C(=O)Nc2ccc(Br)cn2)s1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef58f0>
CN1Cc2ccccc2NC(=O)C(C)(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)Cc2ccccc2N(C)C1=O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5940>
CN1C(=O)N(C)C(c2cccc(C=CCc3ccccc3)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5990>
CCCCN(CCCC)C(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2ccccc2)cc(C(C)OC)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef59e0>
O=C(CSc1nc2ccc(-c3ccccc3)cc2[nH]1)NCc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5a30>
Cc1cc2cc(NCCCCCN3CCN(C(=O)Cc4cc(F)c5c(c4)OCO5)CC3)ncc2cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5a80>
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CCN(Cc2ccccc2)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5ad0>
NCc1cc(CN2CCSCC2NC(=O)c2ccccc2)ccc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5b20>
Cc1c(C(=O)N(Cc2ccco2)C2CCCCC2)oc2ccc(Cl)cc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5b70>
COc1cnc(C(=O)Nc2ccc(Cl)c(C3(C(F)F)N=C(N)OC4CC43)c2)nc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5bc0>
Cc1ccn2c(-c3cccc(NC(=O)c4ccc(Cl)cc4)n3)c(C)nc2c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5c10>
CN(C)c1ccc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5c60>
CCCCOc1ccc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)N(C)C(N)=N3)c2)nc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5cb0>
C=C(C)C(=O)Oc1cc(C)ccc1C(=O)OC	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5d00>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)Cc2csc(C)n2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5d50>
O=C(O)c1ccnc(C(=O)NCCc2ccccc2CCc2ccccc2OCCF)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5da0>
Cn1cc(C2CC3CSC(N)=NC3(c3ccccc3)CO2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5df0>
COc1cnc(C(=O)Nc2cccc(C3(C)CCOC(N)=N3)c2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5e40>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2ccc(Cl)c(N)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5e90>
COCn1cc(C(=O)Nc2ccc(-c3ccccc3C3CC3)cc2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5ee0>
O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(-c2cncnc2)c(F)cc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5f30>
CCc1nc(N2CCCCC2C)c(N)cc1C(F)(F)F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9ef5f80>
NC1=NC2(CO1)c1cc(-c3cccnc3)ccc1Oc1ccc(-c3cccnc3F)cc12	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc300>
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)c2cc(N)cc(N)n2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc710>
COc1cccc(-c2ccc(F)c(F)c2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc990>
COc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3ccccc3F)CO2)ncc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc760>
CC1CC2(CCN1Cc1cccc(O)c1)CN2	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc940>
CN(Cc1ccccc1)Cc1ccc(C=CC(=O)CC(C(=O)c2ccc(O)cc2)C2CCC(N)CC2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc800>
COc1cc(C=CC(=O)CC(=O)C=Cc2cccc(OC)c2OC)ccc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc8f0>
CN1c2ccc(Br)cc2CCc2ccc(NC(=O)Nc3cccnc3)cc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc850>
CC(=O)NCCC(=O)NC(Cc1ccccc1)C(O)CNCc1cccc(C(F)(F)F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc8a0>
COC1CCN(c2cc(C(=O)Nc3ccc(OC(F)(F)C(F)F)c(Cl)c3)cnc2F)CC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc7b0>
NC1=NC(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)(C(F)F)COC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc350>
CN1C(=O)C(c2ccc(OC(F)F)cc2)(c2cccc(F)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc3a0>
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CCCCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc440>
CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2cccc(-c3cccnc3F)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc4e0>
CC(C)Oc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc530>
Cc1cc(N(CC(=O)Nc2cccc(C(F)(F)F)c2)S(C)(=O)=O)ccc1C(C)N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc490>
c1ccc(-c2cccc(NCC3CCc4ccccc43)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc3f0>
COCc1cc(NC(=O)c2ccc(F)c(Cl)c2)cc(OC)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc5d0>
O=C(C=Cc1cc(F)cc(F)c1)NCCc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc670>
NC1=NC(=O)C(c2cccc(-c3cncnc3)c2)N=C1N	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc6c0>
CN1C(N)=NC(C)(c2cc(-c3ccncn3)ccc2F)CS1(C)C	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc620>
CN(Cc1cc(F)cc(F)c1)C(=O)Cc1ccc(SC(F)(F)F)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc580>
O=S1(=O)CCCc2cc(N(Cc3ccccc3)Cc3ccncn3)ccc21	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efca80>
O=C(Nc1cccc(-c2c[nH]cn2)c1)c1cc(F)ccc1-c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcb20>
CN(CCF)c1cccc(CNCC(O)COc2cccc(F)c2CO)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcc10>
NC1=NC(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)C2(CCO2)C1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcb70>
Fc1ccc(-c2nc3sccn3c2-c2ccnc(Oc3cccc(F)c3)n2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcbc0>
CCCCC1CCN(C(C)c2ccc(Cl)cc2)C(Cc2ccccc2)C1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcad0>
Cc1noc(C)c1CN(CC(=O)Nc1cccc(Cl)c1)S(=O)(=O)c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc9e0>
Oc1ccc(C=Cc2ccc(O)c(OCc3ccccc3)c2)c(O)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efca30>
NNC(=O)C1(c2ccccc2)CCCC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcd00>
COc1cnc(C(=O)Nc2cc(F)c(F)c(C3(C)CCSC(N)=N3)c2)c(F)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcda0>
NC1=NC(c2cc(NC(=O)c3ncc(Cl)cc3O)ccc2F)(C(F)F)COC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efce90>
COCc1cn2c(-c3cccc(C(=O)NCC(F)(F)CO)c3)ccc2nc1O	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcdf0>
NC1=NC2(COc3ccc(-c4cccnc4F)cc32)COC1c1cccc(Cl)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efce40>
COc1cc(-c2cccc(N)c2)c(F)cc1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcd50>
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcc60>
CN(CC(=O)Nc1cccc(F)c1)Cc1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efccb0>
OCC(c1ccccc1)n1c(NCCNCCNCc2ccccc2)ccc1-c1ccccc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcf80>
N#Cc1cccnc1Oc1cccnc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcee0>
CCOc1cccc(CN2CCC3(CC2)C(=O)NC(CC(C)C)C(=O)N3CC(C)C)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efcf30>
Cc1ccc(S(=O)(=O)Nc2ccc(F)c(Cl)c2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc170>
NC1=NC(CF)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)COC1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc1c0>
COCc1cc(Oc2ccc(C(F)(F)F)cc2)cc(C2CCC(C)NC(C)CC2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc210>
COc1ccc(-c2nc3ccc(Br)cn3c2NC2CCCCC2)cc1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc260>
O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cc(Cl)ccn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc2b0>
COc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)COCC3(F)F)c2)cn1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc030>
CCOc1cccc(-c2nc(NCC(C)C)nc(SC)n2)c1	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc080>
COc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3ccc(F)cc3F)C2)nc(C)c1F	Generated	<rdkit.Chem.rdchem.Mol object at 0x7f63d9efc0d0>
